year,sch_id,sch_name,Type,Value
2012,507,William H. Farquhar MS,Enrollment,641
2012,508,Candlewood ES,Enrollment,361
2012,51,Laytonsville ES,Enrollment,470
2012,510,Col. Zadok Magruder HS,Enrollment,1692
2012,511,Cashell ES,Enrollment,328
2012,512,Greenwood ES,Enrollment,528
2012,513,Belmont ES,Enrollment,320
2012,514,Judith A. Resnik ES,Enrollment,594
2012,517,Sligo Creek ES,Enrollment,564
2012,518,Brooke Grove ES,Enrollment,388
2012,521,Shady Grove MS,Enrollment,551
2012,522,Lakelands Park MS,Enrollment,983
2012,523,Spark M. Matsunaga ES,Enrollment,1013
2012,524,Gateway to College ALT,Enrollment,125
2012,525,MCPS Transitions ALT,Enrollment,47
2012,545,Watkins Mill HS,Enrollment,1437
2012,546,Goshen ES,Enrollment,586
2012,549,Flower Hill ES,Enrollment,482
2012,551,Gaithersburg HS,Enrollment,2050
2012,552,Washington Grove ES,Enrollment,382
2012,553,Gaithersburg ES,Enrollment,730
2012,554,Gaithersburg MS,Enrollment,685
2012,555,Rosemont ES,Enrollment,536
2012,556,Mill Creek Towne ES,Enrollment,408
2012,557,Montgomery Village MS,Enrollment,601
2012,558,Whetstone ES,Enrollment,723
2012,559,Brown Station ES,Enrollment,528
2012,561,Watkins Mill ES,Enrollment,650
2012,562,Redland MS,Enrollment,530
2012,563,Summit Hall ES,Enrollment,604
2012,564,South Lake ES,Enrollment,779
2012,565,Sequoyah ES,Enrollment,449
2012,566,Fields Road ES,Enrollment,477
2012,568,Stedwick ES,Enrollment,603
2012,569,Strawberry Knoll ES,Enrollment,562
2012,570,Diamond ES,Enrollment,604
2012,601,Potomac ES,Enrollment,500
2012,602,Winston Churchill HS,Enrollment,2095
2012,603,Seven Locks ES,Enrollment,362
2012,604,Carderock Springs ES,Enrollment,409
2012,606,Cabin John MS,Enrollment,925
2012,607,Bells Mill ES,Enrollment,584
2012,647,Silver Spring International MS,Enrollment,912
2012,652,Monocacy ES,Enrollment,159
2012,653,Stone Mill ES,Enrollment,634
2012,701,Damascus HS,Enrollment,1310
2012,702,Damascus ES,Enrollment,302
2012,703,Cedar Grove ES,Enrollment,530
2012,704,Woodfield ES,Enrollment,327
2012,705,John T Baker MS,Enrollment,794
2012,706,Clearspring ES,Enrollment,624
2012,707,Rocky Hill MS,Enrollment,1000
2012,708,Kingsview MS,Enrollment,953
2012,747,Dr. Charles R. Drew ES,Enrollment,468
2012,749,Piney Branch ES,Enrollment,496
2012,754,Takoma Park ES,Enrollment,593
2012,755,Takoma Park MS,Enrollment,919
2012,756,East Silver Spring ES,Enrollment,487
2012,757,Montgomery Blair HS,Enrollment,2820
2012,761,Pine Crest ES,Enrollment,438
2012,764,Woodlin ES,Enrollment,560
2012,766,Oak View ES,Enrollment,350
2012,767,Glen Haven ES,Enrollment,561
2012,769,Oakland Terrace ES,Enrollment,522
2012,770,Flora M. Singer ES,Enrollment,508
2012,771,Rolling Terrace ES,Enrollment,818
2012,772,Viers Mill ES,Enrollment,650
2012,773,Rock Creek Forest ES,Enrollment,594
2012,774,Highland ES,Enrollment,535
2012,775,Eastern MS,Enrollment,881
2012,776,Montgomery Knolls ES,Enrollment,499
2012,777,Weller Road ES,Enrollment,603
2012,778,Sligo MS,Enrollment,410
2012,779,Sargent Shriver ES,Enrollment,767
2012,780,Bel Pre ES,Enrollment,493
2012,782,Wheaton HS,Enrollment,1240
2012,783,Kensington-Parkwood ES,Enrollment,655
2012,784,Highland View ES,Enrollment,389
2012,786,Georgian Forest ES,Enrollment,565
2012,787,A. Mario Loiederman MS,Enrollment,804
2012,788,Wheaton Woods ES,Enrollment,467
2012,789,Albert Einstein HS,Enrollment,1586
2012,790,Arcola ES,Enrollment,721
2012,791,New Hampshire Estates ES,Enrollment,512
2012,792,Newport Mill MS,Enrollment,577
2012,794,Rosemary Hills ES,Enrollment,732
2012,795,Rock View ES,Enrollment,628
2012,796,Northwood HS,Enrollment,1495
2012,797,Harmony Hills ES,Enrollment,745
2012,798,Springbrook HS,Enrollment,1726
2012,799,Stephen Knolls School SP,Enrollment,98
2012,803,Forest Knolls ES,Enrollment,687
2012,805,Kemp Mill ES,Enrollment,483
2012,807,Brookhaven ES,Enrollment,432
2012,808,Cresthaven ES,Enrollment,486
2012,811,White Oak MS,Enrollment,713
2012,812,Parkland MS,Enrollment,870
2012,815,John F. Kennedy HS,Enrollment,1600
2012,817,Glenallan ES,Enrollment,474
2012,818,Col. E. Brooke Lee MS,Enrollment,603
2012,819,Rock Creek Valley ES,Enrollment,415
2012,820,Earle B. Wood MS,Enrollment,922
2012,822,Strathmore ES,Enrollment,406
2012,823,Argyle MS,Enrollment,798
2012,916,Rock Terrace School SP,Enrollment,86
2012,951,Longview School SP,Enrollment,48
2012,965,RICA SP,Enrollment,100
2013,100,Clopper Mill ES,Enrollment,454
2013,101,Clarksburg ES,Enrollment,276
2013,102,Germantown ES,Enrollment,295
2013,104,Seneca Valley HS,Enrollment,1277
2013,105,Ridgeview MS,Enrollment,669
2013,106,Fox Chapel ES,Enrollment,639
2013,107,"Martin Luther King, Jr MS",Enrollment,609
2013,108,Lake Seneca ES,Enrollment,475
2013,109,Waters Landing ES,Enrollment,687
2013,110,S. Christa McAuliffe ES,Enrollment,680
2013,111,Captain James Daly ES,Enrollment,608
2013,115,Neelsville MS,Enrollment,870
2013,125,Quince Orchard HS,Enrollment,1872
2013,152,Poolesville HS,Enrollment,1203
2013,153,Poolesville ES,Enrollment,396
2013,155,Rosa Parks MS,Enrollment,880
2013,156,Lois P. Rockwell ES,Enrollment,444
2013,157,Roberto Clemente MS,Enrollment,1150
2013,158,Ronald McNair ES,Enrollment,816
2013,159,Rachel Carson ES,Enrollment,966
2013,201,Richard Montgomery HS,Enrollment,2171
2013,204,Garrett Park ES,Enrollment,705
2013,206,Twinbrook ES,Enrollment,559
2013,207,Beall ES,Enrollment,788
2013,209,Lakewood ES,Enrollment,549
2013,210,Maryvale ES,Enrollment,587
2013,211,Julius West MS,Enrollment,1137
2013,212,Meadow Hall ES,Enrollment,442
2013,215,Carl Sandburg Learning Center SP,Enrollment,105
2013,216,Travilah ES,Enrollment,415
2013,219,Farmland ES,Enrollment,664
2013,220,Luxmanor ES,Enrollment,438
2013,226,Beverly Farms ES,Enrollment,592
2013,227,Ritchie Park ES,Enrollment,539
2013,228,Herbert Hoover MS,Enrollment,1041
2013,229,College Gardens ES,Enrollment,859
2013,230,Rockville HS,Enrollment,1307
2013,232,Tilden MS,Enrollment,785
2013,233,Fallsmead ES,Enrollment,569
2013,234,Thomas S. Wootton HS,Enrollment,2258
2013,235,Wayside ES,Enrollment,526
2013,237,Robert Frost MS,Enrollment,1161
2013,238,Cold Spring ES,Enrollment,344
2013,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,153
2013,241,DuFief ES,Enrollment,332
2013,242,Dr. Sally K. Ride ES,Enrollment,558
2013,244,Thurgood Marshall ES,Enrollment,611
2013,246,Northwest HS,Enrollment,2016
2013,247,John Poole MS,Enrollment,351
2013,248,Forest Oak MS,Enrollment,815
2013,249,Clarksburg HS,Enrollment,1963
2013,302,Burtonsville ES,Enrollment,648
2013,303,Fairland ES,Enrollment,633
2013,304,JoAnn Leleck ES,Enrollment,723
2013,305,Jackson Road ES,Enrollment,706
2013,307,Roscoe R. Nix ES,Enrollment,555
2013,308,Cloverly ES,Enrollment,460
2013,309,Burnt Mills ES,Enrollment,502
2013,310,Cannon Road ES,Enrollment,426
2013,311,Francis Scott Key MS,Enrollment,908
2013,312,William T. Page ES,Enrollment,419
2013,313,Galway ES,Enrollment,828
2013,315,Paint Branch HS,Enrollment,1955
2013,316,Stonegate ES,Enrollment,475
2013,321,James Blake HS,Enrollment,1700
2013,322,Community Montessori Charter School UNK,Enrollment,97
2013,333,Benjamin Banneker MS,Enrollment,837
2013,334,Greencastle ES,Enrollment,784
2013,335,Briggs Chaney MS,Enrollment,872
2013,336,Little Bennett ES,Enrollment,984
2013,337,William B. Gibbs Jr. ES,Enrollment,753
2013,340,Great Seneca Creek ES,Enrollment,751
2013,351,Darnestown ES,Enrollment,317
2013,360,Jones Lane ES,Enrollment,481
2013,401,Bethesda ES,Enrollment,494
2013,403,Chevy Chase ES,Enrollment,533
2013,405,Somerset ES,Enrollment,538
2013,406,Bethesda-Chevy Chase HS,Enrollment,1875
2013,408,Westbrook ES,Enrollment,431
2013,410,Bradley Hills ES,Enrollment,582
2013,412,Westland MS,Enrollment,1223
2013,413,North Bethesda MS,Enrollment,901
2013,415,North Chevy Chase ES,Enrollment,404
2013,417,Wood Acres ES,Enrollment,790
2013,419,Burning Tree ES,Enrollment,503
2013,420,Bannockburn ES,Enrollment,398
2013,422,Wyngate ES,Enrollment,765
2013,424,Walter Johnson HS,Enrollment,2238
2013,425,Ashburton ES,Enrollment,843
2013,427,Walt Whitman HS,Enrollment,1922
2013,428,Thomas W. Pyle MS,Enrollment,1413
2013,501,Sherwood ES,Enrollment,526
2013,502,Olney ES,Enrollment,591
2013,503,Sherwood HS,Enrollment,1993
2013,504,Westover ES,Enrollment,329
2013,505,Lucy V. Barnsley ES,Enrollment,686
2013,506,Flower Valley ES,Enrollment,485
2013,507,William H. Farquhar MS,Enrollment,578
2013,508,Candlewood ES,Enrollment,337
2013,51,Laytonsville ES,Enrollment,456
2013,510,Col. Zadok Magruder HS,Enrollment,1598
2013,511,Cashell ES,Enrollment,329
2013,512,Greenwood ES,Enrollment,529
2013,513,Belmont ES,Enrollment,308
2013,514,Judith A. Resnik ES,Enrollment,621
2013,517,Sligo Creek ES,Enrollment,595
2013,518,Brooke Grove ES,Enrollment,392
2013,521,Shady Grove MS,Enrollment,579
2013,522,Lakelands Park MS,Enrollment,1001
2013,523,Spark M. Matsunaga ES,Enrollment,957
2013,524,Gateway to College ALT,Enrollment,47
2013,525,MCPS Transitions ALT,Enrollment,44
2013,545,Watkins Mill HS,Enrollment,1451
2013,546,Goshen ES,Enrollment,574
2013,549,Flower Hill ES,Enrollment,500
2013,551,Gaithersburg HS,Enrollment,2098
2013,552,Washington Grove ES,Enrollment,397
2013,553,Gaithersburg ES,Enrollment,761
2013,554,Gaithersburg MS,Enrollment,683
2013,555,Rosemont ES,Enrollment,539
2013,556,Mill Creek Towne ES,Enrollment,407
2013,557,Montgomery Village MS,Enrollment,656
2013,558,Whetstone ES,Enrollment,734
2013,559,Brown Station ES,Enrollment,542
2013,561,Watkins Mill ES,Enrollment,649
2013,562,Redland MS,Enrollment,508
2013,563,Summit Hall ES,Enrollment,603
2013,564,South Lake ES,Enrollment,806
2013,565,Sequoyah ES,Enrollment,442
2013,566,Fields Road ES,Enrollment,487
2013,568,Stedwick ES,Enrollment,605
2013,569,Strawberry Knoll ES,Enrollment,604
2013,570,Diamond ES,Enrollment,647
2013,601,Potomac ES,Enrollment,499
2013,602,Winston Churchill HS,Enrollment,2095
2013,603,Seven Locks ES,Enrollment,400
2013,604,Carderock Springs ES,Enrollment,426
2013,606,Cabin John MS,Enrollment,949
2013,607,Bells Mill ES,Enrollment,596
2013,647,Silver Spring International MS,Enrollment,952
2013,652,Monocacy ES,Enrollment,166
2013,653,Stone Mill ES,Enrollment,638
2013,701,Damascus HS,Enrollment,1232
2013,702,Damascus ES,Enrollment,314
2013,703,Cedar Grove ES,Enrollment,742
2013,704,Woodfield ES,Enrollment,328
2013,705,John T Baker MS,Enrollment,812
2013,706,Clearspring ES,Enrollment,605
2013,707,Rocky Hill MS,Enrollment,1101
2013,708,Kingsview MS,Enrollment,989
2013,747,Dr. Charles R. Drew ES,Enrollment,460
2013,749,Piney Branch ES,Enrollment,524
2013,754,Takoma Park ES,Enrollment,653
2013,755,Takoma Park MS,Enrollment,956
2013,756,East Silver Spring ES,Enrollment,523
2013,757,Montgomery Blair HS,Enrollment,2808
2013,761,Pine Crest ES,Enrollment,453
2013,764,Woodlin ES,Enrollment,611
2013,766,Oak View ES,Enrollment,352
2013,767,Glen Haven ES,Enrollment,539
2013,769,Oakland Terrace ES,Enrollment,508
2013,770,Flora M. Singer ES,Enrollment,632
2013,771,Rolling Terrace ES,Enrollment,871
2013,772,Viers Mill ES,Enrollment,664
2013,773,Rock Creek Forest ES,Enrollment,612
2013,774,Highland ES,Enrollment,543
2013,775,Eastern MS,Enrollment,872
2013,776,Montgomery Knolls ES,Enrollment,499
2013,777,Weller Road ES,Enrollment,647
2013,778,Sligo MS,Enrollment,444
2013,779,Sargent Shriver ES,Enrollment,775
2013,780,Bel Pre ES,Enrollment,481
2013,782,Wheaton HS,Enrollment,1348
2013,783,Kensington-Parkwood ES,Enrollment,673
2013,784,Highland View ES,Enrollment,389
2013,786,Georgian Forest ES,Enrollment,597
2013,787,A. Mario Loiederman MS,Enrollment,845
2013,788,Wheaton Woods ES,Enrollment,511
2013,789,Albert Einstein HS,Enrollment,1658
2013,790,Arcola ES,Enrollment,709
2013,791,New Hampshire Estates ES,Enrollment,505
2013,792,Newport Mill MS,Enrollment,614
2013,794,Rosemary Hills ES,Enrollment,648
2013,795,Rock View ES,Enrollment,658
2013,796,Northwood HS,Enrollment,1493
2013,797,Harmony Hills ES,Enrollment,725
2013,798,Springbrook HS,Enrollment,1740
2013,799,Stephen Knolls School SP,Enrollment,94
2013,803,Forest Knolls ES,Enrollment,713
2013,805,Kemp Mill ES,Enrollment,500
2013,807,Brookhaven ES,Enrollment,466
2013,808,Cresthaven ES,Enrollment,488
2013,811,White Oak MS,Enrollment,725
2013,812,Parkland MS,Enrollment,885
2013,815,John F. Kennedy HS,Enrollment,1583
2013,817,Glenallan ES,Enrollment,535
2013,818,Col. E. Brooke Lee MS,Enrollment,654
2013,819,Rock Creek Valley ES,Enrollment,438
2013,820,Earle B. Wood MS,Enrollment,941
2013,822,Strathmore ES,Enrollment,441
2013,823,Argyle MS,Enrollment,835
2013,916,Rock Terrace School SP,Enrollment,86
2013,951,Longview School SP,Enrollment,49
2013,965,RICA SP,Enrollment,109
2014,100,Clopper Mill ES,Enrollment,458
2014,101,Clarksburg ES,Enrollment,307
2014,102,Germantown ES,Enrollment,316
2014,104,Seneca Valley HS,Enrollment,1284
2014,105,Ridgeview MS,Enrollment,702
2014,106,Fox Chapel ES,Enrollment,601
2014,107,"Martin Luther King, Jr MS",Enrollment,612
2014,108,Lake Seneca ES,Enrollment,536
2014,109,Waters Landing ES,Enrollment,691
2014,110,S. Christa McAuliffe ES,Enrollment,629
2014,111,Captain James Daly ES,Enrollment,593
2014,115,Neelsville MS,Enrollment,914
2014,125,Quince Orchard HS,Enrollment,1899
2014,152,Poolesville HS,Enrollment,1222
2014,153,Poolesville ES,Enrollment,441
2014,155,Rosa Parks MS,Enrollment,904
2014,156,Lois P. Rockwell ES,Enrollment,456
2014,157,Roberto Clemente MS,Enrollment,1208
2014,158,Ronald McNair ES,Enrollment,851
2014,159,Rachel Carson ES,Enrollment,1013
2014,201,Richard Montgomery HS,Enrollment,2199
2014,204,Garrett Park ES,Enrollment,749
2014,206,Twinbrook ES,Enrollment,531
2014,207,Beall ES,Enrollment,801
2014,209,Lakewood ES,Enrollment,549
2014,210,Maryvale ES,Enrollment,613
2014,211,Julius West MS,Enrollment,1201
2014,212,Meadow Hall ES,Enrollment,428
2014,215,Carl Sandburg Learning Center SP,Enrollment,91
2014,216,Travilah ES,Enrollment,413
2014,219,Farmland ES,Enrollment,655
2014,220,Luxmanor ES,Enrollment,466
2014,226,Beverly Farms ES,Enrollment,621
2014,227,Ritchie Park ES,Enrollment,551
2014,228,Herbert Hoover MS,Enrollment,1058
2014,229,College Gardens ES,Enrollment,873
2014,230,Rockville HS,Enrollment,1339
2014,232,Tilden MS,Enrollment,798
2014,233,Fallsmead ES,Enrollment,566
2014,234,Thomas S. Wootton HS,Enrollment,2195
2014,235,Wayside ES,Enrollment,533
2014,237,Robert Frost MS,Enrollment,1139
2014,238,Cold Spring ES,Enrollment,335
2014,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,120
2014,241,DuFief ES,Enrollment,328
2014,242,Dr. Sally K. Ride ES,Enrollment,528
2014,244,Thurgood Marshall ES,Enrollment,624
2014,246,Northwest HS,Enrollment,2116
2014,247,John Poole MS,Enrollment,327
2014,248,Forest Oak MS,Enrollment,834
2014,249,Clarksburg HS,Enrollment,1974
2014,302,Burtonsville ES,Enrollment,660
2014,303,Fairland ES,Enrollment,623
2014,304,JoAnn Leleck ES,Enrollment,758
2014,305,Jackson Road ES,Enrollment,727
2014,307,Roscoe R. Nix ES,Enrollment,518
2014,308,Cloverly ES,Enrollment,462
2014,309,Burnt Mills ES,Enrollment,538
2014,310,Cannon Road ES,Enrollment,432
2014,311,Francis Scott Key MS,Enrollment,942
2014,312,William T. Page ES,Enrollment,410
2014,313,Galway ES,Enrollment,808
2014,315,Paint Branch HS,Enrollment,1996
2014,316,Stonegate ES,Enrollment,492
2014,321,James Blake HS,Enrollment,1607
2014,333,Benjamin Banneker MS,Enrollment,884
2014,334,Greencastle ES,Enrollment,817
2014,335,Briggs Chaney MS,Enrollment,891
2014,336,Little Bennett ES,Enrollment,691
2014,337,William B. Gibbs Jr. ES,Enrollment,778
2014,340,Great Seneca Creek ES,Enrollment,732
2014,341,Wilson Wims ES,Enrollment,662
2014,351,Darnestown ES,Enrollment,310
2014,360,Jones Lane ES,Enrollment,470
2014,401,Bethesda ES,Enrollment,518
2014,403,Chevy Chase ES,Enrollment,541
2014,405,Somerset ES,Enrollment,567
2014,406,Bethesda-Chevy Chase HS,Enrollment,1992
2014,408,Westbrook ES,Enrollment,452
2014,410,Bradley Hills ES,Enrollment,632
2014,412,Westland MS,Enrollment,1254
2014,413,North Bethesda MS,Enrollment,951
2014,415,North Chevy Chase ES,Enrollment,355
2014,417,Wood Acres ES,Enrollment,718
2014,419,Burning Tree ES,Enrollment,492
2014,420,Bannockburn ES,Enrollment,407
2014,422,Wyngate ES,Enrollment,770
2014,424,Walter Johnson HS,Enrollment,2264
2014,425,Ashburton ES,Enrollment,892
2014,427,Walt Whitman HS,Enrollment,1912
2014,428,Thomas W. Pyle MS,Enrollment,1483
2014,501,Sherwood ES,Enrollment,499
2014,502,Olney ES,Enrollment,629
2014,503,Sherwood HS,Enrollment,1891
2014,504,Westover ES,Enrollment,304
2014,505,Lucy V. Barnsley ES,Enrollment,691
2014,506,Flower Valley ES,Enrollment,480
2014,507,William H. Farquhar MS,Enrollment,586
2014,508,Candlewood ES,Enrollment,329
2014,51,Laytonsville ES,Enrollment,428
2014,510,Col. Zadok Magruder HS,Enrollment,1520
2014,511,Cashell ES,Enrollment,337
2014,512,Greenwood ES,Enrollment,505
2014,513,Belmont ES,Enrollment,310
2014,514,Judith A. Resnik ES,Enrollment,615
2014,517,Sligo Creek ES,Enrollment,639
2014,518,Brooke Grove ES,Enrollment,398
2014,521,Shady Grove MS,Enrollment,592
2014,522,Lakelands Park MS,Enrollment,1011
2014,523,Spark M. Matsunaga ES,Enrollment,926
2014,524,Gateway to College ALT,Enrollment,12
2014,525,MCPS Transitions ALT,Enrollment,38
2014,545,Watkins Mill HS,Enrollment,1499
2014,546,Goshen ES,Enrollment,577
2014,549,Flower Hill ES,Enrollment,505
2014,551,Gaithersburg HS,Enrollment,2245
2014,552,Washington Grove ES,Enrollment,414
2014,553,Gaithersburg ES,Enrollment,795
2014,554,Gaithersburg MS,Enrollment,749
2014,555,Rosemont ES,Enrollment,569
2014,556,Mill Creek Towne ES,Enrollment,412
2014,557,Montgomery Village MS,Enrollment,658
2014,558,Whetstone ES,Enrollment,758
2014,559,Brown Station ES,Enrollment,513
2014,561,Watkins Mill ES,Enrollment,635
2014,562,Redland MS,Enrollment,540
2014,563,Summit Hall ES,Enrollment,634
2014,564,South Lake ES,Enrollment,862
2014,565,Sequoyah ES,Enrollment,433
2014,566,Fields Road ES,Enrollment,484
2014,568,Stedwick ES,Enrollment,573
2014,569,Strawberry Knoll ES,Enrollment,599
2014,570,Diamond ES,Enrollment,648
2014,601,Potomac ES,Enrollment,474
2014,602,Winston Churchill HS,Enrollment,1996
2014,603,Seven Locks ES,Enrollment,398
2014,604,Carderock Springs ES,Enrollment,418
2014,606,Cabin John MS,Enrollment,943
2014,607,Bells Mill ES,Enrollment,611
2014,647,Silver Spring International MS,Enrollment,979
2014,652,Monocacy ES,Enrollment,161
2014,653,Stone Mill ES,Enrollment,619
2014,701,Damascus HS,Enrollment,1246
2014,702,Damascus ES,Enrollment,297
2014,703,Cedar Grove ES,Enrollment,641
2014,704,Woodfield ES,Enrollment,302
2014,705,John T Baker MS,Enrollment,772
2014,706,Clearspring ES,Enrollment,624
2014,707,Rocky Hill MS,Enrollment,1133
2014,708,Kingsview MS,Enrollment,1002
2014,747,Dr. Charles R. Drew ES,Enrollment,444
2014,749,Piney Branch ES,Enrollment,527
2014,754,Takoma Park ES,Enrollment,654
2014,755,Takoma Park MS,Enrollment,996
2014,756,East Silver Spring ES,Enrollment,525
2014,757,Montgomery Blair HS,Enrollment,2900
2014,761,Pine Crest ES,Enrollment,473
2014,764,Woodlin ES,Enrollment,623
2014,766,Oak View ES,Enrollment,379
2014,767,Glen Haven ES,Enrollment,547
2014,769,Oakland Terrace ES,Enrollment,491
2014,770,Flora M. Singer ES,Enrollment,677
2014,771,Rolling Terrace ES,Enrollment,905
2014,772,Viers Mill ES,Enrollment,714
2014,773,Rock Creek Forest ES,Enrollment,628
2014,774,Highland ES,Enrollment,542
2014,775,Eastern MS,Enrollment,868
2014,776,Montgomery Knolls ES,Enrollment,510
2014,777,Weller Road ES,Enrollment,652
2014,778,Sligo MS,Enrollment,523
2014,779,Sargent Shriver ES,Enrollment,756
2014,780,Bel Pre ES,Enrollment,543
2014,782,Wheaton HS,Enrollment,1467
2014,783,Kensington-Parkwood ES,Enrollment,654
2014,784,Highland View ES,Enrollment,426
2014,786,Georgian Forest ES,Enrollment,571
2014,787,A. Mario Loiederman MS,Enrollment,909
2014,788,Wheaton Woods ES,Enrollment,537
2014,789,Albert Einstein HS,Enrollment,1699
2014,790,Arcola ES,Enrollment,719
2014,791,New Hampshire Estates ES,Enrollment,516
2014,792,Newport Mill MS,Enrollment,599
2014,794,Rosemary Hills ES,Enrollment,633
2014,795,Rock View ES,Enrollment,657
2014,796,Northwood HS,Enrollment,1586
2014,797,Harmony Hills ES,Enrollment,736
2014,798,Springbrook HS,Enrollment,1750
